FPS,Frame(ms),Min(ms),Max(ms),Avg(ms),CPU(ms),GPUWait(ms),ShadowPass(ms),WallsDC,PointsDC,ModelDC,ShadowDC,WallsTris,PointsTris,ModelTris,PointLights,SpotLights,VRAM(MB),Upload(KB)
627.062,1.4224,0.797446,5.26001,1.59474,0.340352,1.08205,0.075423,5,100,1,106,10,1200,67907,100,1,0,0
628.097,1.35129,0.797446,5.26001,1.59211,0.347482,1.00381,0.095888,5,100,1,106,10,1200,67907,100,1,0,0
629.221,1.35997,0.797446,5.26001,1.58927,0.327876,1.0321,0.062963,5,100,1,106,10,1200,67907,100,1,0,0
632.003,1.39081,0.797446,5.26001,1.58227,0.335742,1.05507,0.062886,5,100,1,106,10,1200,67907,100,1,0,0
633.305,1.39256,0.797446,5.26001,1.57902,0.361386,1.03117,0.062751,5,100,1,106,10,1200,67907,100,1,0,0
634.291,1.38977,0.797446,5.26001,1.57656,0.323478,1.06629,0.063107,5,100,1,106,10,1200,67907,100,1,0,0
636.211,1.36483,0.797446,5.26001,1.57181,0.36994,0.994889,0.092782,5,100,1,106,10,1200,67907,100,1,0,0
637.247,1.33675,0.797446,5.26001,1.56925,0.334441,1.00231,0.07659,5,100,1,106,10,1200,67907,100,1,0,0
638.335,1.33868,0.797446,5.26001,1.56657,0.329625,1.00906,0.06583,5,100,1,106,10,1200,67907,100,1,0,0
636.572,2.01764,0.797446,5.26001,1.57092,0.325602,1.69204,0.063618,5,100,1,106,10,1200,67907,100,1,0,0
637.805,1.31899,0.797446,5.26001,1.56788,0.33258,0.986407,0.063584,5,100,1,106,10,1200,67907,100,1,0,0
638.7,1.35912,0.797446,5.26001,1.56568,0.331488,1.02764,0.067105,5,100,1,106,10,1200,67907,100,1,0,0
638.974,1.53741,0.797446,5.26001,1.56501,0.324058,1.21335,0.062726,5,100,1,106,10,1200,67907,100,1,0,0
641.98,1.35188,0.797446,5.26001,1.55768,0.329093,1.02278,0.063731,5,100,1,106,10,1200,67907,100,1,0,0
644.317,1.35302,0.797446,5.26001,1.55203,0.323621,1.0294,0.067488,5,100,1,106,10,1200,67907,100,1,0,0
645.18,1.37497,0.797446,5.26001,1.54996,0.331743,1.04323,0.074594,5,100,1,106,10,1200,67907,100,1,0,0
646.644,1.23319,0.797446,5.26001,1.54645,0.328439,0.904751,0.079785,5,100,1,106,10,1200,67907,100,1,0,0
647.752,1.2965,0.797446,5.26001,1.5438,0.32528,0.971222,0.081332,5,100,1,106,10,1200,67907,100,1,0,0
647.949,1.53981,0.797446,5.26001,1.54333,0.341707,1.1981,0.081682,5,100,1,106,10,1200,67907,100,1,0,0
649.063,1.31124,0.797446,5.26001,1.54068,0.338385,0.972853,0.082196,5,100,1,106,10,1200,67907,100,1,0,0
647.909,1.83791,0.797446,5.26001,1.54343,0.339108,1.4988,0.06978,5,100,1,106,10,1200,67907,100,1,0,0
648.301,1.44281,0.797446,5.26001,1.54249,0.329697,1.11311,0.066578,5,100,1,106,10,1200,67907,100,1,0,0
648.743,1.46092,0.797446,5.26001,1.54144,0.343278,1.11764,0.063023,5,100,1,106,10,1200,67907,100,1,0,0
652.38,1.2901,0.797446,5.26001,1.53285,0.329561,0.960535,0.06702,5,100,1,106,10,1200,67907,100,1,0,0
654.181,1.27836,0.797446,5.26001,1.52863,0.327093,0.951268,0.062745,5,100,1,106,10,1200,67907,100,1,0,0
655.194,1.30396,0.797446,5.26001,1.52627,0.338657,0.965302,0.067951,5,100,1,106,10,1200,67907,100,1,0,0
656.424,1.25242,0.797446,5.26001,1.5234,0.331359,0.921066,0.062987,5,100,1,106,10,1200,67907,100,1,0,0
658.601,1.28746,0.797446,5.26001,1.51837,0.327656,0.959799,0.066415,5,100,1,106,10,1200,67907,100,1,0,0
659.686,1.29678,0.797446,5.26001,1.51587,0.345154,0.951627,0.062555,5,100,1,106,10,1200,67907,100,1,0,0
660.97,1.25266,0.797446,5.26001,1.51293,0.329197,0.923461,0.068807,5,100,1,106,10,1200,67907,100,1,0,0
662.25,1.25386,0.797446,5.26001,1.51,0.331083,0.922774,0.068768,5,100,1,106,10,1200,67907,100,1,0,0
663.522,1.27209,0.797446,5.26001,1.50711,0.320767,0.951324,0.062338,5,100,1,106,10,1200,67907,100,1,0,0
662.724,1.72253,0.797446,5.26001,1.50892,0.325397,1.39714,0.067149,5,100,1,106,10,1200,67907,100,1,0,0
665.33,1.38804,0.797446,5.26001,1.50301,0.329458,1.05859,0.06341,5,100,1,106,10,1200,67907,100,1,0,0
667.42,1.24394,0.797446,5.26001,1.49831,0.353483,0.890457,0.06585,5,100,1,106,10,1200,67907,100,1,0,0
669.676,1.23361,0.797446,5.26001,1.49326,0.326985,0.906627,0.065885,5,100,1,106,10,1200,67907,100,1,0,0
671.072,1.27312,0.797446,5.26001,1.49015,0.320778,0.952343,0.063639,5,100,1,106,10,1200,67907,100,1,0,0
672.33,1.24674,0.797446,5.26001,1.48736,0.331543,0.915193,0.075786,5,100,1,106,10,1200,67907,100,1,0,0
674.51,1.41733,0.797446,5.26001,1.48256,0.34635,1.07098,0.075641,5,100,1,106,10,1200,67907,100,1,0,0
675.835,1.23745,0.797446,5.26001,1.47965,0.333463,0.903987,0.064234,5,100,1,106,10,1200,67907,100,1,0,0
677.084,1.22612,0.797446,5.26001,1.47692,0.324824,0.901298,0.063299,5,100,1,106,10,1200,67907,100,1,0,0
677.837,1.35915,0.797446,5.26001,1.47528,0.482455,0.876694,0.098602,5,100,1,106,10,1200,67907,100,1,0,0
679.168,1.22168,0.797446,5.26001,1.47239,0.370805,0.850877,0.084247,5,100,1,106,10,1200,67907,100,1,0,0
682.688,1.24038,0.797446,5.26001,1.4648,0.325746,0.91463,0.072385,5,100,1,106,10,1200,67907,100,1,0,0
685.567,1.22563,0.797446,5.26001,1.45865,0.322587,0.90304,0.0643,5,100,1,106,10,1200,67907,100,1,0,0
684.662,1.72089,0.797446,5.26001,1.46058,0.336694,1.38419,0.063082,5,100,1,106,10,1200,67907,100,1,0,0
685.507,1.33624,0.797446,5.26001,1.45877,0.324614,1.01162,0.064385,5,100,1,106,10,1200,67907,100,1,0,0
686.851,1.24319,0.797446,5.26001,1.45592,0.3325,0.910693,0.063262,5,100,1,106,10,1200,67907,100,1,0,0
687.302,1.42056,0.797446,5.26001,1.45496,0.323761,1.0968,0.062963,5,100,1,106,10,1200,67907,100,1,0,0
688.682,1.24233,0.797446,5.26001,1.45205,0.337165,0.905162,0.064837,5,100,1,106,10,1200,67907,100,1,0,0
690.115,1.21398,0.797446,5.26001,1.44903,0.349158,0.864818,0.076603,5,100,1,106,10,1200,67907,100,1,0,0
691.64,1.21045,0.797446,5.26001,1.44584,0.320557,0.889889,0.06261,5,100,1,106,10,1200,67907,100,1,0,0
693.108,1.20197,0.797446,5.26001,1.44278,0.336443,0.865529,0.062528,5,100,1,106,10,1200,67907,100,1,0,0
694.575,1.22261,0.797446,5.26001,1.43973,0.322038,0.90057,0.062801,5,100,1,106,10,1200,67907,100,1,0,0
699.107,1.21812,0.797446,5.26001,1.4304,0.368523,0.849595,0.062454,5,100,1,106,10,1200,67907,100,1,0,0
700.645,1.18944,0.797446,5.26001,1.42726,0.352043,0.837398,0.064068,5,100,1,106,10,1200,67907,100,1,0,0
702.23,1.201,0.797446,5.26001,1.42403,0.32725,0.873746,0.07026,5,100,1,106,10,1200,67907,100,1,0,0
704.994,1.18438,0.797446,5.26001,1.41845,0.330956,0.853422,0.062665,5,100,1,106,10,1200,67907,100,1,0,0
704.025,1.70733,0.797446,5.26001,1.4204,0.340924,1.3664,0.082383,5,100,1,106,10,1200,67907,100,1,0,0
703.825,1.51173,0.797446,5.26001,1.42081,0.340476,1.17126,0.067888,5,100,1,106,10,1200,67907,100,1,0,0
705.445,1.18403,0.797446,5.26001,1.41755,0.336947,0.847079,0.062827,5,100,1,106,10,1200,67907,100,1,0,0
707.362,1.18973,0.797446,5.26001,1.4137,0.332016,0.857719,0.062354,5,100,1,106,10,1200,67907,100,1,0,0
708.536,1.20152,0.797446,5.26001,1.41136,0.339526,0.861998,0.063296,5,100,1,106,10,1200,67907,100,1,0,0
710.201,1.1802,0.797446,5.26001,1.40805,0.331374,0.848823,0.063037,5,100,1,106,10,1200,67907,100,1,0,0
713.317,1.33855,0.797446,5.26001,1.4019,0.349911,0.988643,0.112799,5,100,1,106,10,1200,67907,100,1,0,0
715.439,1.18971,0.797446,5.26001,1.39774,0.363669,0.826039,0.07821,5,100,1,106,10,1200,67907,100,1,0,0
718.038,1.1802,0.797446,5.26001,1.39268,0.338687,0.841512,0.063816,5,100,1,106,10,1200,67907,100,1,0,0
719.596,1.19595,0.797446,5.26001,1.38967,0.328384,0.867568,0.063207,5,100,1,106,10,1200,67907,100,1,0,0
720.983,1.18119,0.797446,5.26001,1.387,0.330872,0.850319,0.062692,5,100,1,106,10,1200,67907,100,1,0,0
722.367,1.18584,0.797446,5.26001,1.38434,0.338078,0.847758,0.062755,5,100,1,106,10,1200,67907,100,1,0,0
723.959,1.1807,0.797446,5.26001,1.38129,0.333963,0.846741,0.062396,5,100,1,106,10,1200,67907,100,1,0,0
722.854,1.64936,0.797446,5.26001,1.3834,0.352955,1.29641,0.065212,5,100,1,106,10,1200,67907,100,1,0,0
723.532,1.3239,0.797446,5.26001,1.38211,0.319143,1.00476,0.063732,5,100,1,106,10,1200,67907,100,1,0,0
725.152,1.14909,0.797446,5.26001,1.37902,0.334378,0.814709,0.063985,5,100,1,106,10,1200,67907,100,1,0,0
726.615,1.15355,0.797446,5.26001,1.37624,0.353565,0.799989,0.065417,5,100,1,106,10,1200,67907,100,1,0,0
730.884,1.15102,0.797446,5.26001,1.36821,0.321846,0.829177,0.06769,5,100,1,106,10,1200,67907,100,1,0,0
731.972,1.35245,0.797446,5.26001,1.36617,0.332637,1.01982,0.062634,5,100,1,106,10,1200,67907,100,1,0,0
733.706,1.14724,0.797446,5.26001,1.36294,0.346411,0.800824,0.067285,5,100,1,106,10,1200,67907,100,1,0,0
735.27,1.12862,0.797446,5.26001,1.36004,0.33888,0.789745,0.067355,5,100,1,106,10,1200,67907,100,1,0,0
737.888,1.15622,0.797446,5.26001,1.35522,0.334051,0.822166,0.062901,5,100,1,106,10,1200,67907,100,1,0,0
739.371,1.1485,0.797446,5.26001,1.3525,0.334745,0.813751,0.071521,5,100,1,106,10,1200,67907,100,1,0,0
741.015,1.13351,0.797446,5.26001,1.3495,0.33068,0.802827,0.066664,5,100,1,106,10,1200,67907,100,1,0,0
742.454,1.17924,0.797446,5.26001,1.34688,0.333096,0.846146,0.06449,5,100,1,106,10,1200,67907,100,1,0,0
743.995,1.12371,0.797446,5.26001,1.3441,0.326583,0.797127,0.062824,5,100,1,106,10,1200,67907,100,1,0,0
745.644,1.13553,0.797446,5.26001,1.34112,0.335617,0.79991,0.062667,5,100,1,106,10,1200,67907,100,1,0,0
744.118,1.67317,0.797446,5.26001,1.34387,0.330226,1.34295,0.067249,5,100,1,106,10,1200,67907,100,1,0,0
748.187,1.279,0.797446,5.26001,1.33656,0.32618,0.952822,0.063926,5,100,1,106,10,1200,67907,100,1,0,0
749.499,1.29579,0.797446,5.26001,1.33422,0.336278,0.95951,0.06245,5,100,1,106,10,1200,67907,100,1,0,0
752.174,1.13653,0.797446,5.26001,1.32948,0.341687,0.794845,0.071525,5,100,1,106,10,1200,67907,100,1,0,0
753.792,1.14853,0.797446,5.26001,1.32663,0.334773,0.813752,0.068079,5,100,1,106,10,1200,67907,100,1,0,0
755.222,1.13688,0.797446,5.26001,1.32411,0.330699,0.806178,0.070463,5,100,1,106,10,1200,67907,100,1,0,0
756.745,1.14125,0.797446,5.26001,1.32145,0.333735,0.80751,0.072409,5,100,1,106,10,1200,67907,100,1,0,0
758.217,1.14332,0.797446,5.26001,1.31888,0.338377,0.804944,0.069254,5,100,1,106,10,1200,67907,100,1,0,0
759.927,1.10023,0.797446,5.26001,1.31592,0.346603,0.753627,0.067934,5,100,1,106,10,1200,67907,100,1,0,0
761.517,1.11679,0.797446,5.26001,1.31317,0.334948,0.781844,0.076328,5,100,1,106,10,1200,67907,100,1,0,0
763.393,1.09908,0.797446,5.26001,1.30994,0.32835,0.770734,0.062591,5,100,1,106,10,1200,67907,100,1,0,0
765.22,1.10376,0.797446,5.26001,1.30681,0.337623,0.766133,0.065423,5,100,1,106,10,1200,67907,100,1,0,0
769.752,1.12844,0.797446,5.26001,1.29912,0.329391,0.799046,0.062461,5,100,1,106,10,1200,67907,100,1,0,0
773.469,1.09035,0.797446,5.26001,1.29288,0.344255,0.746092,0.063726,5,100,1,106,10,1200,67907,100,1,0,0
772.64,1.56365,0.797446,5.26001,1.29426,0.330814,1.23284,0.067639,5,100,1,106,10,1200,67907,100,1,0,0
773.657,1.25218,0.797446,5.26001,1.29256,0.330576,0.921601,0.065953,5,100,1,106,10,1200,67907,100,1,0,0
775.024,1.1233,0.797446,5.26001,1.29028,0.325956,0.797344,0.062435,5,100,1,106,10,1200,67907,100,1,0,0
776.471,1.11956,0.797446,5.26001,1.28788,0.322519,0.797044,0.062296,5,100,1,106,10,1200,67907,100,1,0,0
778.371,1.07649,0.797446,5.26001,1.28473,0.330654,0.745834,0.063544,5,100,1,106,10,1200,67907,100,1,0,0
780.291,1.07641,0.797446,5.26001,1.28157,0.331169,0.745242,0.062885,5,100,1,106,10,1200,67907,100,1,0,0
780.945,1.2824,0.797446,5.26001,1.2805,0.335701,0.946703,0.062174,5,100,1,106,10,1200,67907,100,1,0,0
782.592,1.0954,0.797446,5.26001,1.27781,0.323147,0.772255,0.067981,5,100,1,106,10,1200,67907,100,1,0,0
784.044,1.10009,0.797446,5.26001,1.27544,0.339281,0.760811,0.081819,5,100,1,106,10,1200,67907,100,1,0,0
785.71,1.0682,0.797446,5.26001,1.27273,0.321994,0.746205,0.062873,5,100,1,106,10,1200,67907,100,1,0,0
791.597,1.0712,0.797446,5.26001,1.26327,0.321424,0.749777,0.067235,5,100,1,106,10,1200,67907,100,1,0,0
793.148,1.07193,0.797446,5.26001,1.2608,0.3194,0.752531,0.067708,5,100,1,106,10,1200,67907,100,1,0,0
794.918,1.07841,0.797446,5.26001,1.25799,0.326275,0.752134,0.06844,5,100,1,106,10,1200,67907,100,1,0,0
797.879,1.07048,0.797446,5.26001,1.25332,0.319967,0.750514,0.06737,5,100,1,106,10,1200,67907,100,1,0,0
799.611,1.08047,0.797446,5.26001,1.25061,0.335588,0.744878,0.062421,5,100,1,106,10,1200,67907,100,1,0,0
801.542,1.05164,0.797446,5.26001,1.24759,0.356399,0.695244,0.063025,5,100,1,106,10,1200,67907,100,1,0,0
800.972,1.46378,0.797446,5.26001,1.24848,0.341552,1.12222,0.072646,5,100,1,106,10,1200,67907,100,1,0,0
801.248,1.19026,0.797446,5.26001,1.24805,0.325431,0.864825,0.065086,5,100,1,106,10,1200,67907,100,1,0,0
802.818,1.05235,0.797446,5.26001,1.24561,0.351009,0.701342,0.068451,5,100,1,106,10,1200,67907,100,1,0,0
805.021,1.19894,0.797446,5.26001,1.2422,0.344185,0.85476,0.068373,5,100,1,106,10,1200,67907,100,1,0,0
806.87,1.02658,0.797446,5.26001,1.23936,0.333585,0.692996,0.062304,5,100,1,106,10,1200,67907,100,1,0,0
812.164,1.03006,0.797446,5.26001,1.23128,0.334447,0.695614,0.062945,5,100,1,106,10,1200,67907,100,1,0,0
814.842,1.03812,0.797446,5.26001,1.22723,0.34373,0.694395,0.062795,5,100,1,106,10,1200,67907,100,1,0,0
817.74,1.02608,0.797446,5.26001,1.22288,0.332011,0.694066,0.062536,5,100,1,106,10,1200,67907,100,1,0,0
819.503,1.02696,0.797446,5.26001,1.22025,0.331424,0.695531,0.06353,5,100,1,106,10,1200,67907,100,1,0,0
821.127,1.03714,0.797446,5.26001,1.21784,0.337228,0.69991,0.067078,5,100,1,106,10,1200,67907,100,1,0,0
823.048,1.0197,0.797446,5.26001,1.215,0.324586,0.695113,0.064643,5,100,1,106,10,1200,67907,100,1,0,0
824.612,1.022,0.797446,5.26001,1.21269,0.320605,0.701395,0.065521,5,100,1,106,10,1200,67907,100,1,0,0
826.391,1.02628,0.797446,5.26001,1.21008,0.330764,0.695515,0.069676,5,100,1,106,10,1200,67907,100,1,0,0
828.404,1.00282,0.797446,5.26001,1.20714,0.326754,0.676063,0.063132,5,100,1,106,10,1200,67907,100,1,0,0
829.839,1.04392,0.797446,5.26001,1.20505,0.337777,0.706146,0.083917,5,100,1,106,10,1200,67907,100,1,0,0
828.418,1.46057,0.797446,5.26001,1.20712,0.33114,1.12943,0.069325,5,100,1,106,10,1200,67907,100,1,0,0
828.35,1.28191,0.797446,5.26001,1.20722,0.328656,0.953259,0.062751,5,100,1,106,10,1200,67907,100,1,0,0
833.412,0.989362,0.797446,5.26001,1.19989,0.346908,0.642454,0.062583,5,100,1,106,10,1200,67907,100,1,0,0
836.277,0.976943,0.797446,5.26001,1.19578,0.33424,0.642703,0.062798,5,100,1,106,10,1200,67907,100,1,0,0
837.728,1.03677,0.797446,5.26001,1.1937,0.341996,0.694773,0.062594,5,100,1,106,10,1200,67907,100,1,0,0
839.47,0.985927,0.797446,5.26001,1.19123,0.34195,0.643977,0.06416,5,100,1,106,10,1200,67907,100,1,0,0
841.566,0.97644,0.797446,5.26001,1.18826,0.334279,0.642161,0.063091,5,100,1,106,10,1200,67907,100,1,0,0
843.477,0.977575,0.797446,5.26001,1.18557,0.332191,0.645384,0.062494,5,100,1,106,10,1200,67907,100,1,0,0
846.536,0.988825,0.797446,5.26001,1.18128,0.340569,0.648256,0.067482,5,100,1,106,10,1200,67907,100,1,0,0
848.434,0.973308,0.797446,5.26001,1.17864,0.330049,0.643259,0.062308,5,100,1,106,10,1200,67907,100,1,0,0
850.22,0.978425,0.797446,5.26001,1.17617,0.336586,0.641839,0.062581,5,100,1,106,10,1200,67907,100,1,0,0
852.822,1.00027,0.797446,5.26001,1.17258,0.336595,0.663672,0.068706,5,100,1,106,10,1200,67907,100,1,0,0
854.6,0.977776,0.797446,5.26001,1.17014,0.705072,0.272704,0.086793,5,100,1,106,10,1200,67907,100,1,0,0
851.887,1.61304,0.797446,5.26001,1.17386,0.726043,0.886999,0.147304,5,100,1,106,10,1200,67907,100,1,0,0
854.012,0.933478,0.797446,5.26001,1.17094,0.699638,0.23384,0.129087,5,100,1,106,10,1200,67907,100,1,0,0
858.902,1.05429,0.797446,5.26001,1.16428,0.694501,0.359788,0.126041,5,100,1,106,10,1200,67907,100,1,0,0
860.996,1.05313,0.797446,5.26001,1.16145,0.684732,0.368394,0.122285,5,100,1,106,10,1200,67907,100,1,0,0
863.093,0.961001,0.797446,5.26001,1.15862,0.698946,0.262055,0.123362,5,100,1,106,10,1200,67907,100,1,0,0
866.615,0.949602,0.797446,5.26001,1.15391,0.669434,0.280168,0.125793,5,100,1,106,10,1200,67907,100,1,0,0
868.775,0.955424,0.797446,5.26001,1.15105,0.377416,0.578008,0.090522,5,100,1,106,10,1200,67907,100,1,0,0
870.834,0.941937,0.797446,5.26001,1.14833,0.335554,0.606383,0.074446,5,100,1,106,10,1200,67907,100,1,0,0
872.54,0.985906,0.797446,5.26001,1.14608,0.336553,0.649353,0.068148,5,100,1,106,10,1200,67907,100,1,0,0
874.147,0.99122,0.797446,5.26001,1.14397,0.329454,0.661766,0.076541,5,100,1,106,10,1200,67907,100,1,0,0
873.088,1.36145,0.797446,5.26001,1.14536,0.330918,1.03053,0.08525,5,100,1,106,10,1200,67907,100,1,0,0
874.003,1.09821,0.797446,5.26001,1.14416,0.340795,0.757413,0.067891,5,100,1,106,10,1200,67907,100,1,0,0
875.842,0.949174,0.797446,5.26001,1.14176,0.341931,0.607243,0.072779,5,100,1,106,10,1200,67907,100,1,0,0
877.439,0.993094,0.797446,5.26001,1.13968,0.338858,0.654236,0.066718,5,100,1,106,10,1200,67907,100,1,0,0
878.913,0.99337,0.797446,5.26001,1.13777,0.33743,0.65594,0.072223,5,100,1,106,10,1200,67907,100,1,0,0
883.234,1.15061,0.797446,5.26001,1.1322,0.342595,0.808012,0.067764,5,100,1,106,10,1200,67907,100,1,0,0
887.719,0.939748,0.797446,5.26001,1.12648,0.34186,0.597888,0.067667,5,100,1,106,10,1200,67907,100,1,0,0
889.286,0.985494,0.797446,5.26001,1.1245,0.337831,0.647663,0.066399,5,100,1,106,10,1200,67907,100,1,0,0
887.68,1.39326,0.797446,5.26001,1.12653,0.336556,1.05671,0.066187,5,100,1,106,10,1200,67907,100,1,0,0
887.708,1.19787,0.797446,5.26001,1.1265,0.337805,0.860062,0.072784,5,100,1,106,10,1200,67907,100,1,0,0
889.274,0.981873,0.797446,5.26001,1.12451,0.331611,0.650262,0.066852,5,100,1,106,10,1200,67907,100,1,0,0
891.147,1.10225,0.797446,5.26001,1.12215,0.342848,0.759399,0.114083,5,100,1,106,10,1200,67907,100,1,0,0
892.787,0.983598,0.797446,5.26001,1.12009,0.332038,0.65156,0.067748,5,100,1,106,10,1200,67907,100,1,0,0
894.49,0.966847,0.797446,5.26001,1.11796,0.318434,0.648413,0.06851,5,100,1,106,10,1200,67907,100,1,0,0
896.184,0.984706,0.797446,5.26001,1.11584,0.332542,0.652164,0.069419,5,100,1,106,10,1200,67907,100,1,0,0
897.855,0.973471,0.797446,5.26001,1.11377,0.326833,0.646638,0.063593,5,100,1,106,10,1200,67907,100,1,0,0
899.444,0.989109,0.797446,5.26001,1.1118,0.34269,0.646419,0.063212,5,100,1,106,10,1200,67907,100,1,0,0
901.206,0.963367,0.797446,5.26001,1.10962,0.316196,0.647171,0.064607,5,100,1,106,10,1200,67907,100,1,0,0
902.896,1.44167,0.797446,5.26001,1.10755,0.361423,1.08025,0.081576,5,100,1,106,10,1200,67907,100,1,0,0
905.959,0.949403,0.797446,5.26001,1.1038,0.33904,0.610363,0.067043,5,100,1,106,10,1200,67907,100,1,0,0
907.695,0.938013,0.797446,5.26001,1.10169,0.342941,0.595072,0.066773,5,100,1,106,10,1200,67907,100,1,0,0
909.253,0.964684,0.797446,5.26001,1.0998,0.317078,0.647606,0.062447,5,100,1,106,10,1200,67907,100,1,0,0
910.708,0.975418,0.797446,5.26001,1.09805,0.33178,0.643638,0.063696,5,100,1,106,10,1200,67907,100,1,0,0
913.529,1.0133,0.797446,5.26001,1.09466,0.314647,0.698649,0.066247,5,100,1,106,10,1200,67907,100,1,0,0
910.966,1.45521,0.797446,5.26001,1.09774,0.328796,1.12642,0.063272,5,100,1,106,10,1200,67907,100,1,0,0
910.384,1.19885,0.797446,5.26001,1.09844,0.327041,0.871805,0.063773,5,100,1,106,10,1200,67907,100,1,0,0
911.963,0.965991,0.797446,5.26001,1.09654,0.324146,0.641845,0.062453,5,100,1,106,10,1200,67907,100,1,0,0
913.367,0.979945,0.797446,5.26001,1.09485,0.331101,0.648844,0.070163,5,100,1,106,10,1200,67907,100,1,0,0
914.496,0.998296,0.797446,5.26001,1.0935,0.336865,0.661431,0.063663,5,100,1,106,10,1200,67907,100,1,0,0
916.031,0.996059,0.797446,5.26001,1.09167,0.335149,0.66091,0.064277,5,100,1,106,10,1200,67907,100,1,0,0
917.089,0.997732,0.797446,5.26001,1.09041,0.342644,0.655088,0.063994,5,100,1,106,10,1200,67907,100,1,0,0
918.281,0.994015,0.797446,5.26001,1.08899,0.342467,0.651548,0.064502,5,100,1,106,10,1200,67907,100,1,0,0
924.038,0.994736,0.797446,5.26001,1.08221,0.318987,0.675749,0.082685,5,100,1,106,10,1200,67907,100,1,0,0
926.463,0.995716,0.797446,5.26001,1.07937,0.32699,0.668726,0.063043,5,100,1,106,10,1200,67907,100,1,0,0
928.828,1.02097,0.797446,5.26001,1.07663,0.318705,0.702262,0.081513,5,100,1,106,10,1200,67907,100,1,0,0
930.237,0.973437,0.797446,5.26001,1.07499,0.328835,0.644602,0.062395,5,100,1,106,10,1200,67907,100,1,0,0
931.56,0.995808,0.797446,5.26001,1.07347,0.318568,0.67724,0.081745,5,100,1,106,10,1200,67907,100,1,0,0
932.782,0.996274,0.797446,5.26001,1.07206,0.325104,0.67117,0.062844,5,100,1,106,10,1200,67907,100,1,0,0
934.038,0.997095,0.797446,5.26001,1.07062,0.32989,0.667205,0.063133,5,100,1,106,10,1200,67907,100,1,0,0
935.299,0.998976,0.797446,5.26001,1.06918,0.323992,0.674984,0.063065,5,100,1,106,10,1200,67907,100,1,0,0
932.613,1.4082,0.797446,5.26001,1.07226,0.333468,1.07473,0.07784,5,100,1,106,10,1200,67907,100,1,0,0
931.83,1.2069,0.797446,5.26001,1.07316,0.340876,0.86602,0.080027,5,100,1,106,10,1200,67907,100,1,0,0
932.765,0.991469,0.797446,5.26001,1.07208,0.343331,0.648138,0.068999,5,100,1,106,10,1200,67907,100,1,0,0
933.84,0.9804,0.797446,5.26001,1.07085,0.332602,0.647798,0.067807,5,100,1,106,10,1200,67907,100,1,0,0
935.052,0.989569,0.797446,5.26001,1.06946,0.343014,0.646555,0.067366,5,100,1,106,10,1200,67907,100,1,0,0
934.265,1.18042,0.797446,5.26001,1.07036,0.333819,0.846604,0.068306,5,100,1,106,10,1200,67907,100,1,0,0
939.244,0.996232,0.797446,5.26001,1.06469,0.347272,0.64896,0.082336,5,100,1,106,10,1200,67907,100,1,0,0
941.522,0.994682,0.797446,5.26001,1.06211,0.334118,0.660564,0.071012,5,100,1,106,10,1200,67907,100,1,0,0
942.753,0.984541,0.797446,5.26001,1.06072,0.337454,0.647087,0.064129,5,100,1,106,10,1200,67907,100,1,0,0
943.772,1.00503,0.797446,5.26001,1.05958,0.337489,0.667539,0.068147,5,100,1,106,10,1200,67907,100,1,0,0
944.467,0.998601,0.797446,5.26001,1.0588,0.334251,0.66435,0.068071,5,100,1,106,10,1200,67907,100,1,0,0
945.21,0.993076,0.797446,5.26001,1.05797,0.330183,0.662893,0.067875,5,100,1,106,10,1200,67907,100,1,0,0
947.774,0.996252,0.797446,5.26001,1.0551,0.331259,0.664993,0.06694,5,100,1,106,10,1200,67907,100,1,0,0
948.651,0.997911,0.797446,5.26001,1.05413,0.330679,0.667232,0.068999,5,100,1,106,10,1200,67907,100,1,0,0
949.488,1.00707,0.797446,5.26001,1.0532,0.334184,0.672891,0.067225,5,100,1,106,10,1200,67907,100,1,0,0
949.708,1.04389,0.797446,5.26001,1.05296,0.335952,0.707935,0.090931,5,100,1,106,10,1200,67907,100,1,0,0
946.742,1.40101,0.797446,5.26001,1.05625,0.331818,1.06919,0.070664,5,100,1,106,10,1200,67907,100,1,0,0
945.223,1.24169,0.797446,5.26001,1.05795,0.336154,0.905535,0.067788,5,100,1,106,10,1200,67907,100,1,0,0
944.252,1.1872,0.797446,5.26001,1.05904,0.339497,0.8477,0.062958,5,100,1,106,10,1200,67907,100,1,0,0
944.586,1.03302,0.797446,5.26001,1.05866,0.335304,0.697718,0.067928,5,100,1,106,10,1200,67907,100,1,0,0
944.917,1.04337,0.797446,5.26001,1.05829,0.33572,0.70765,0.074128,5,100,1,106,10,1200,67907,100,1,0,0
945.258,1.01355,0.797446,5.26001,1.05791,0.333078,0.680476,0.068128,5,100,1,106,10,1200,67907,100,1,0,0
948.902,1.0575,0.797446,5.26001,1.05385,0.330492,0.727004,0.066356,5,100,1,106,10,1200,67907,100,1,0,0
950.742,0.98629,0.797446,5.26001,1.05181,0.333311,0.652979,0.065297,5,100,1,106,10,1200,67907,100,1,0,0
950.777,1.0485,0.797446,5.26001,1.05177,0.328545,0.719951,0.078578,5,100,1,106,10,1200,67907,100,1,0,0
952.134,1.04897,0.797446,5.26001,1.05027,0.332783,0.716183,0.066961,5,100,1,106,10,1200,67907,100,1,0,0
951.949,1.04708,0.797446,5.26001,1.05048,0.330006,0.717071,0.065661,5,100,1,106,10,1200,67907,100,1,0,0
